108000000	117975000	nmhh	H4	K	Földi telepítésű adókból és a hozzájuk tartozó vevőkből álló, légi navigációs feladatok ellátását támogató navigációs információkat szolgáltató rendszerek a 108-112 MHz sávban.	ICAO Annex 10:III. kötet II. rész 2. fejezet 2.1., 2.2., 2.3.pont és 5. fejezetV. kötet A melléklet Vevőberendezésre: ICAO Annex 10:III. kötet II. rész 2.3. pontIII. kötet II. rész A melléklet 1.3. pont Adatátvitelre: ICAO Annex 10:III. kötet I. rész 6. fejezetIII. kötet I. rész B melléklet ICAO Európai Léginavigációs Terv X. rész(COM-2 táblázat)	Frekvenciakijelölés: nemzeti és nemzetközi egyeztetés alapjánegyedi frekvenciakijelölés. Csak az ICAO Annex 10 III. kötet II. rész 2. fejezet előírásainakmegfelelő berendezés helyezhető üzembe.
108000000	117975000	nmhh	H4		Levegő-föld és levegő-levegő irányú beszéd- és adatátviteli összeköttetések a nemzeti és nemzetközi polgári légiútvonalak mentén, valamint repülőtereken a repülés irányítása és biztonsága céljából a 112-117,975 MHz sávban.		
108000000	117975000	nmhh	LÉGI RADIONAVIGACIO				
108000000	117975000	nmhh	H4		Műszeres leszállító rendszer ILS LOC iránysávadó (egyirányú (föld-levegő)) a 108-111,975 MHz sávban	ICAO Annex 10:I. kötet 3. fejezet 3.1. pontI. kötet C Melléklet 2. és 3.5. pontV. kötet 4. fejezet 4.2. pontILS vevőberendezésre: ICAO Annex 10: I. kötet 3. fejezet 3.1.4. pont I. kötet C melléklet 2.2. és 2.3. pontICAO Európai Léginavigációs Terv X. rész (COM-3 táblázat)	Frekvenciakijelölés hatósági frekvenciajegyzék szerint. Csatornaosztás 100 kHz/50 kHz Adásmód: A9W/A8W
108000000	117975000	nmhh	H4		Közelkörzeti körsugárzó rádió-irányadó rendszer (TVOR) (egyirányú (föld-levegő)).	ICAO Annex 10:I. kötet 3. fejezet 3.3. pontI. kötet C melléklet 3. pontV. kötet 4. fejezet 4.2. pont VOR vevőberendezésre: ICAO Annex 10:I. kötet 3. fejezet 3.3.8. pontI. kötet C melléklet 3.6. pont ICAO Európai Léginavigációs Terv X. rész(COM-3 táblázat)	
108000000	117975000	nmhh	H4		Útvonali körsugárzó rádió-irányadó rendszer (VOR) (egyirányú (föld-levegő)).		
108000000	117975000	nmhh	117,975-132 MHz				
108000000	117975000	nmhh	(R) LÉGI MOZGÓ				
108000000	117975000	nmhh	H4	K	Levegő-föld és levegő-levegő irányú beszéd- és adatátvitel összeköttetések a nemzeti és nemzetközi polgári légiútvonalak mentén, valamint repülőtereken a repülés irányítása és biztonsága céljából.	1265/2007/EK ICAO Annex 10:III. kötet II. rész 2. fejezet 2.1., 2.2., 2.3pont és 5. fejezetV. kötet 2. fejezet, 4. fejezet 4.1. pont és4. fejezet FüggelékV kötet A melléklet	Frekvenciakijelölés hatósági frekvenciajegyzék szerint. Csak az ICAO Annex 10 III. kötet II. rész 2. fejezet előírásainak megfelelő berendezés helyezhető üzembe.
108000000	117975000	nmhh	H4H16		121,5 MHz, 123,1 MHz légiforgalmi kényszerhelyzeti frekvenciák.	Vevőberendezésre: ICAO Annex 10III. kötet II. rész 2.3. pontIII. kötet II. rész A melléklet 1.3. pont Adatátvitelre: ICAO Annex 10:III. kötet I. rész 6. fejezetIII. kötet I. rész B melléklet ICAO Európai Léginavigációs Terv X. rész(COM-2 táblázat) MSZ EN 300 676-2MSZ EN 301 688 MSZ EN 301 841-3MSZ EN 301 842-1	
108000000	117975000	nmhh			ELT	MSZ EN 300 152-2MSZ EN 300 152-3	
108000000	117975000	nmhh	TENGERI MOZGÓ				
108000000	117975000	nmhh	H16		Vész- és biztonsági forgalmazás a légi mozgószolgálat állomásaival a 121,5 MHz, 123,1 MHz frekvenciákon	RR 31. Cikk; RR 15. Függelék ICAO Annex 10:III. kötet II. rész 5. fejezetV. kötet 2. fejezet és 4. fejezet 4.1. pont,valamint 4. fejezet Függelék MSZ EN 300 152-2; MSZ EN 300 152-3 MSZ EN 301 688	
108000000	117975000	nmhh	H16		Ember által vezetett űrjárművek kutatási és mentési műveletei a 121,5 MHz frekvencián.	RR 31. Cikk, RR 15. Függelék	
108000000	117975000	nmhh	132-136 MHz				
108000000	117975000	nmhh	(OR) LÉGI MOZGÓ				
108000000	117975000	nmhh	H3	K	Levegő-föld irányú beszéd- és adatátviteli összeköttetések a nemzeti és nemzetközi polgári légiútvonalakon kívüli repüléshez, valamint repülőtereken a repülés irányítása és biztonsága céljából.	1265/2007/EK ICAO Annex 10:III. kötet II. rész 2. fejezet 2.1., 2.2., 2.3. pontés 5. fejezetV. kötet 4. fejezet 4.1. pont és 4. fejezetFüggelékV. kötet A melléklet Vevőberendezésre: ICAO Annex 10III. kötet II. rész 2.3. pontIII. kötet II. rész A melléklet 1.3. pont Adatátvitelre: ICAO Annex 10:III. kötet I. rész 6. fejezetIII. kötet I. rész B melléklet MSZ EN 300 676-2MSZ EN 301 841-3 MSZ EN 301 842-1	Frekvenciakijelölés hatósági frekvenciajegyzék szerint. Csak az ICAO Annex 10 III. Kötet II. rész 2. fejezet előírásainak megfelelő berendezés helyezhető üzembe.
108000000	117975000	nmhh	(R) LÉGI MOZGÓ				
108000000	117975000	nmhh	H4		Levegő-föld és levegő-levegő irányú beszéd- és adatátviteli összeköttetések a nemzeti és nemzetközi polgári légiútvonalak mentén, valamint repülőtereken a repülés irányítása és biztonsága céljából.	1265/2007/EK ICAO Annex 10:III. kötet II. rész 2. fejezet 2.1., 2.2., 2.3.pont és 5. fejezetV. kötet 4. fejezet 4.1. pont és 4. fejezetFüggelékV. kötet A melléklet Vevőberendezésre: ICAO Annex 10III. kötet II. rész 2.3. pontIII. kötet II. rész A melléklet 1.3. pont Adatátvitelre: ICAO Annex 10:III. kötet I. rész 6. fejezetIII. kötet I. rész B melléklet ICAO Európai Léginavigációs Terv X. rész(COM-2 táblázat) MSZ EN 300 676-2MSZ EN 301 841-3 MSZ EN 301 842-1	Frekvenciakijelölés hatósági frekvenciajegyzék szerint. Csak az ICAO Annex 10 III. Kötet II. rész 2. fejezet előírásainak megfelelő berendezés helyezhető üzembe.
108000000	117975000	nmhh	136-137 MHz				
108000000	117975000	nmhh	(R) LÉGI MOZGÓ				
108000000	117975000	nmhh	H4	K	Levegő-föld és levegő-levegő irányú beszéd- és adatátviteli összeköttetések a nemzeti és nemzetközi polgári légiútvonalak mentén, valamint repülőtereken a repülés irányítása és biztonsága céljából.	1265/2007/EK ICAO Annex 10:III. kötet II. rész 2. fejezet 2.1., 2.2., 2.3. pontés 5. fejezetV. kötet 4. fejezet 4.1. pont és 4. fejezetFüggelékV. kötet A melléklet Vevőberendezésre: ICAO Annex 10:III. kötet II. rész 2.3. pontIII. kötet II. rész A melléklet 1.3. pont Adatátvitelre: ICAO Annex 10:III. kötet I. rész 6. fejezetIII. kötet I. rész B melléklet ICAO Európai Léginavigációs Terv X. rész(COM-2 táblázat) MSZ EN 300 676-2MSZ EN 301 841-3 MSZ EN 301 842-1	Frekvenciakijelölés hatósági frekvenciajegyzék szerint. Csak az ICAO Annex 10 III. kötet II. rész 2. fejezet előírásainak megfelelő berendezés helyezhető üzembe.
108000000	117975000	nmhh	137-137,025 MHz				
108000000	117975000	nmhh	MŰHOLDAS MOZGÓ (űr-Föld irány)				
108000000	117975000	nmhh	H62	K	NGSO műholdas személyi távközlési rendszerek (S-PCS) nem hangátviteli célú alkalmazásai.	ERC/DEC/(99)05ERC/DEC/(99)06 MSZ EN 301 721	A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.A végfelhasználói állomás egyedi engedélyezési kötelezettség alól mentesítve.
108000000	117975000	nmhh	MŰHOLDAS METEOROLÓGIA(űr-Föld irány)				
108000000	117975000	nmhh	H63		Műholdas meteorológiai rendszerek.		
108000000	117975000	nmhh	137,025-137,175 MHz				
108000000	117975000	nmhh	MŰHOLDAS METEOROLÓGIA (űr-Föld irány)				
108000000	117975000	nmhh	H63	K	Műholdas meteorológiai rendszerek.		
108000000	117975000	nmhh	Műholdas mozgó (űr-Föld irány)				
108000000	117975000	nmhh	H62		NGSO műholdas személyi távközlési rendszerek (S-PCS) nem hangátviteli célú alkalmazásai.	ERC/DEC/(99)05 ERC/DEC/(99)06 MSZ EN 301 721	A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.A végfelhasználói állomás egyedi engedélyezési kötelezettség alól mentesítve.
108000000	117975000	nmhh	137,175-137,825 MHz				
108000000	117975000	nmhh	MŰHOLDAS MOZGÓ (űr-Föld irány)				
108000000	117975000	nmhh	H62	K	NGSO műholdas személyi távközlési rendszerek (S-PCS) nem hangátviteli célú alkalmazásai.	ERC/DEC/(99)05 ERC/DEC/(99)06 MSZ EN 301 721	A földi állomások műszaki paramétereinek ki kell elégíteniük akapcsolódó műhold üzemeltetőjének követelményeit. Orbcomm: végfelhasználói állomás a 137,187-137,818 MHz sávban, űrtávközlési rendszer központi földi állomása a 137,535-137,585 MHz sávban. A végfelhasználói állomás egyedi engedélyezési kötelezettség alólmentesítve.
108000000	117975000	nmhh	MŰHOLDAS METEOROLÓGIA (űr-Föld irány)				
108000000	117975000	nmhh	H63		Műholdas meteorológiai rendszerek.		
108000000	117975000	nmhh	137,825-138 MHz				
108000000	117975000	nmhh	MŰHOLDAS METEOROLÓGIA (űr-Föld irány)				
108000000	117975000	nmhh	H63	K	Műholdas meteorológiai rendszerek.		
108000000	117975000	nmhh	Műholdas mozgó (űr-Föld irány)				
108000000	117975000	nmhh	H62		NGSO műholdas személyi távközlési rendszerek (S-PCS) nem hangátviteli célú alkalmazásai.	ERC/DEC/(99)05 ERC/DEC/(99)06 MSZ EN 301 721	A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.A végfelhasználói állomás egyedi engedélyezési kötelezettség alól mentesítve.
108000000	117975000	nmhh	144-146 MHz				
108000000	117975000	nmhh	AMATŐR				
108000000	117975000	nmhh	H11	K	Amatőrrádiózás.	ECC/REC/(02)01 MSZ EN 301 783-2	2. melléklet IV. fejezet
108000000	117975000	nmhh	MŰHOLDAS AMATŐR				
108000000	117975000	nmhh	H39		Műholdas amatőrrádiózás.		
108000000	117975000	nmhh	146-148 MHz				
108000000	117975000	nmhh	FÖLDI MOZGÓ				
108000000	117975000	nmhh	H64	K	Egyfrekvenciás, analóg, PMR típusú földi mozgó rádiótelefon rendszerek a 146-146,5 MHz sávban.	Két- és többoldalú nemzetközi koordinációsdokumentum T/R 25-08MSZ EN 300 086-2MSZ EN 300 113-2 MSZ EN 300 219-2MSZ EN 300 296-2 MSZ EN 300 341-2MSZ EN 300 390-2	2. melléklet I. fejezet 1. pontAlkalmazható csatornaosztás: 6,25 kHz vagy 12,5 kHz.A vivőfrekvenciák helyét a CEPT T/R 25-08 (2005) Ajánlás 2.1.1. pontjában meghatározott összefüggés szerint kell meghatározni.
108000000	117975000	nmhh	H64		Egyfrekvenciás, bázisállomással üzemelő, analóg rádiós személyhívó rendszerek a 146-146,5 MHz sávban.		2. melléklet I. fejezet 1. pontAlkalmazható csatornaosztás: 6,25 kHz vagy 12,5 kHz.A vivőfrekvenciák helyét a CEPT T/R 25-08 (2005) Ajánlás 2.1.1. pontjában meghatározott összefüggés szerint kell meghatározni.A sáv szolgáltatás céljára nem használható.
108000000	117975000	nmhh	H64A		Egyfrekvenciás, digitális, PMR típusú földi mozgó rádiótelefon rendszerek a 146,5-146,8 MHz sávban.	Két- és többoldalú nemzetközi koordinációsdokumentum T/R 25-08 MSZ EN 300 113-2MSZ EN 300 390-2	2. melléklet I. fejezet 1. pontAlkalmazható csatornaosztás: 6,25 kHz, 12,5 kHz vagy 25 kHz.A vivőfrekvenciák helyét a CEPT T/R 25-08 (2005) Ajánlás 2.1.1. pontjában meghatározott összefüggés szerint kell meghatározni.
108000000	117975000	nmhh	H64A		Egyfrekvenciás, bázisállomással üzemelő, digitális rádiós személyhívó rendszerek a 146,5-146,8 MHz sávban.		2. melléklet I. fejezet 1. pontAlkalmazható csatornaosztás: 6,25 kHz, 12,5 kHz vagy 25 kHz.A vivőfrekvenciák helyét a CEPT T/R 25-08 (2005) Ajánlás 2.1.1. pontjában meghatározott összefüggés szerint kell meghatározni.A sáv szolgáltatás céljára nem használható.
108000000	117975000	nmhh	H64B		Kétfrekvenciás, átjátszóállomással üzemelő, digitális, PMR típusú földi mozgó rádiótelefon rendszerek a146,8-147,6/151,4-152,2 MHz duplex sávban.	Két- és többoldalú nemzetközi koordinációsdokumentum T/R 25-08 MSZ EN 300 113-2MSZ EN 300 390-2	2. melléklet I. fejezet 1. pontAlkalmazható csatornaosztás: 6,25 kHz, 12,5 kHz vagy 25 kHz.A vivőfrekvenciák helyét a CEPT T/R 25-08 (2005) Ajánlás 2.1.1. pontjában meghatározott összefüggés szerint kell meghatározni.A duplex távolság 4,6 MHz.
108000000	117975000	nmhh	H64C		Kétfrekvenciás, átjátszóállomással üzemelő, analóg, PMR típusú földi mozgó rádiótelefon rendszerek a 147,6-148/152,2-152,6 MHz duplex sávban.	Két- és többoldalú nemzetközi koordinációsdokumentum T/R 25-08MSZ EN 300 086-2MSZ EN 300 113-2 MSZ EN 300 219-2MSZ EN 300 296-2 MSZ EN 300 341-2 MSZ EN 300 390-2	2. melléklet I. fejezet 1. pontAlkalmazható csatornaosztás: 6,25 kHz vagy 12,5 kHz.A vivőfrekvenciák helyét a CEPT T/R 25-08 (2005) Ajánlás 2.1.1. pontjában meghatározott összefüggés szerint kell meghatározni.A duplex távolság 4,6 MHz.
108000000	117975000	nmhh	H29		Rádiómikrofonok (SRD).	MSZ EN 300 422-2	2. melléklet, V. fejezetEgyedi engedélyezési kötelezettség alól mentesítve.
108000000	117975000	nmhh	148-149,9 MHz				
108000000	117975000	nmhh	MŰHOLDAS MOZGÓ (Föld-űr irány)				
108000000	117975000	nmhh	H62	K	NGSO műholdas személyi távközlési rendszerek (S-PCS) nem hangátviteli célú alkalmazásai.	ERC/DEC/(99)05ERC/DEC/(99)06 MSZEN301 721	A földi állomások műszaki paramétereinek ki kell elégíteniük a kapcsolódó műhold üzemeltetőjének követelményeit.Orbcomm: végfelhasználói állomás, valamint az űrtávközlési rendszer központi földi állomása a 149,61-149,9 MHz sávban.A végfelhasználói állomás egyedi engedélyezési kötelezettség alól mentesítve.Földi állomás spektrális teljesítménysűrűsége: max. 10 dBW/4kHz.
108000000	117975000	nmhh	FÖLDI MOZGÓ				
108000000	117975000	nmhh	H64E		Kétfrekvenciás, átjátszóállomással üzemelő, analóg, PMR típusú földi mozgó rádiótelefon rendszerek a 148-148,2125/152,6-152,8125 MHz és a 148,2375-149,4/152,8375-154 MHz duplex sávokban.	Két- és többoldalú nemzetközi koordinációsdokumentum T/R 25-08MSZ EN 300 086-2; MSZ EN 300 113-2 MSZ EN 300 219-2; MSZ EN 300 296-2 MSZ EN 300 341-2; MSZ EN 300 390-2	2. melléklet I. fejezet 1. pontAlkalmazható csatornaosztás: 6,25 kHz vagy 12,5 kHz.A vivőfrekvenciák helyét a CEPT T/R 25-08 (2005) Ajánlás2.1.1. pontjában meghatározott összefüggés szerint kellmeghatározni. A duplex távolság 4,6 MHz.
108000000	117975000	nmhh	H64D		A H64E lábjegyzetben megadott alkalmazástól eltérő kétfrekvenciás, analóg, PMR típusú földi mozgó rádiótelefon rendszerek a 148-148,2125 MHz és a 148,2375-149,4 MHz sávokban.		2. melléklet I. fejezet 1. pont 2. melléklet I. fejezet 3. pontAz eltérő, eltolt 12,5 kHz-es és a 25 kHz-es vivőfrekvenciákat használó berendezések közül:- a vasúti, illetve a vasúti tevékenységhez kapcsolódó rádióberendezések 2015. december 31-ig,- az egyéb rádió berendezések 2012. december 31-ig üzemelhetnek.A nem eltolt 12,5 kHz-es vivőfrekvenciákat használó berendezések 2012. december 31-ig üzemelhetnek.
108000000	117975000	nmhh	H64D		Egyfrekvenciás, analóg, PMR típusú földi mozgó rádiótelefon rendszereka 148-148,2125 MHz és a 148,2375-149,4 MHz sávokban.		
108000000	117975000	nmhh	H64D		Egyfrekvenciás, bázisállomással üzemelő, analóg rádiós személyhívó rendszerek a 148-148,2125 MHz és a 148,2375-149,4 MHz sávokban.		2. melléklet I. fejezet 1. pont2. melléklet I. fejezet 3. pontA sáv szolgáltatás céljára nem használható.Az eltérő, eltolt 12,5 kHz-es és a 25 kHz-es vivőfrekvenciákat használó berendezések 2012. december 31-ig üzemelhetnek.A nem eltolt 12,5 kHz-es vivőfrekvenciákat használó berendezések 2012. december 31-ig üzemelhetnek.
108000000	117975000	nmhh	H64		Egyfrekvenciás, analóg, PMR típusú földi mozgó rádiótelefon rendszereka 149,4-149,9 MHz sávban.		2. melléklet I. fejezet 1. pont 2. melléklet I. fejezet 3. pontAz eltérő, eltolt 12,5 kHz-es és a 25 kHz-es vivőfrekvenciákat használó berendezések közül:- a vasúti, illetve a vasúti tevékenységhez kapcsolódó rádióberendezések 2015. december 31-ig,- az egyéb rádióberendezések 2012. december 31-ig üzemelhetnek.
108000000	117975000	nmhh	H64		Egyfrekvenciás, bázisállomással üzemelő, analóg rádiós személyhívó rendszereka 149,4-149,9 MHz sávban.		2. melléklet I. fejezet 1. pont 2. melléklet I. fejezet 3. pont A sáv szolgáltatás céljára nem használható. Az eltérő, eltolt 12,5 kHz-es és a 25 kHz-es vivőfrekvenciákat használó berendezések 2012. december 31-ig üzemelhetnek.
108000000	117975000	nmhh	H65		Egyfrekvenciás, analóg és digitális, PMR típusú földi mozgó rádiótelefon rendszerek a 148,225 MHz frekvencián.		2. melléklet I. fejezet 1. pontAlkalmazható csatornaosztás: 12,5 kHz vagy 25 kHz. Helyi, illetve telephelyen belüli ellátottság. Frekvenciákat csak közös használatra lehet kijelölni.
108000000	117975000	nmhh	Földi mozgó				
108000000	117975000	nmhh	H66		Rádiós személyhívó rendszerek hordozható válaszadói a 148,250 MHz; 148,350 MHz; 148,400 MHz; 148,450 MHz; 148,550 MHz frekvenciákon.	Két- és többoldalú nemzetközi koordinációs dokumentum ECC/REC/(02)01; MSZ EN 300 224-2	Alkalmazható csatornaosztás: 12,5 kHz vagy 25 kHz; ERPmax =50 mW Frekvenciákat csak közös használatra lehet kijelölni.
108000000	117975000	nmhh	H29		Rádiómikrofonok (SRD).	MSZ EN 300 422-2	2. melléklet V. fejezetEgyedi engedélyezési kötelezettség alól mentesítve.
117975000	149900000	empty
149900000	150050000	nmhh	MŰHOLDAS MOZGÓ(Föld-űr irány)				
149900000	150050000	nmhh	H62	K	NGSO műholdas személyi távközlési rendszerek (S-PCS) nem hangátviteli célú alkalmazásai.	ERC/DEC/(99)05; ERC/DEC/(99)06 MSZ EN 301 721	A földi állomások műszaki paramétereinek ki kell elégíteniük akapcsolódó műhold üzemeltetőjének követelményeit. Orbcomm: végfelhasználói állomás, valamint az űrtávközlésirendszer központi földi állomása a 149,9-150,025 MHzsávban. A végfelhasználói állomás egyedi engedélyezési kötelezettség alól mentesítve.Földi állomás spektrális teljesítménysűrűsége: max. 10 dBW/4kHz.
149900000	150050000	nmhh	MŰHOLDAS RÁDIÓNAVIGÁCIÓ				
149900000	150050000	nmhh	H68		A műholdas rádiónavigáció szolgálat alkalmazásai.		
150050000	151400000	nmhh	RÁDIÓ-CSILLAGÁSZAT				
150050000	151400000	nmhh	H41	K	A rádiócsillagászat alkalmazásai.		
150050000	151400000	nmhh	H38		Távmérő és távirányító alkalmazások (SRD) a 150,980-151,160 MHz sávban.	MSZ EN 300 220-2	2. melléklet V. fejezetEgyedi engedélyezési kötelezettség alól mentesítve.
151400000	153000000	nmhh	FÖLDI MOZGÓ				
151400000	153000000	nmhh	H64B	K	Kétfrekvenciás, átjátszóállomással üzemelő, digitális, PMR típusú földi mozgó rádiótelefon rendszerek a 146,8-147,6/151,4-152,2 MHz duplex sávban.	Két- és többoldalú nemzetközi koordinációs dokumentum T/R 25-08 MSZ EN 300 113-2; MSZ EN 300 390-2	2. melléklet I. fejezet 1. pontAlkalmazható csatornaosztás: 6,25 kHz, 12,5 kHz vagy 25 kHz.A vivőfrekvenciák helyét a CEPT T/R 25-08 (2005) Ajánlás 2.1.1. pontjában meghatározott összefüggés szerint kell meghatározni.A duplex távolság 4,6 MHz.
151400000	153000000	nmhh	H64C		Kétfrekvenciás, átjátszóállomással üzemelő, analóg, PMR típusú földi mozgó rádiótelefon rendszerek a 147,6-148/152,2-152,6 MHz duplex sávban.	Két- és többoldalú nemzetközi koordinációs dokumentum T/R 25-08MSZ EN 300 086-2; MSZ EN 300 113-2 MSZ EN 300 219-2; MSZ EN 300 296-2 MSZ EN 300 341-2; MSZ EN 300 390-2	2. melléklet I. fejezet 1. pontAlkalmazható csatornaosztás: 6,25 kHz vagy 12,5 kHz.A vivőfrekvenciák helyét a CEPT T/R 25-08 (2005) Ajánlás 2.1.1. pontjában meghatározott összefüggés szerint kell meghatározni.A duplex távolság 4,6 MHz.
